register_model,object_uri,baseline_id,source_definition,target_definition,dependencies,policy_context,data_context,test_contract,adapters,evidence_fingerprint,stale_kinds
view:engagement_actions_fact,looker:analytics:view:engagement_actions_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:99216522e83217c605618a07c12638a9e0876985381683513e720297d6484f65,absent,5d06d9bc7ffa3fcdf75a9183509c7df33a59cce44bc6398fabc04223a7cc0c63,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e22916da86d7a663eaf502a03ba930cb0252799c535f049bb22eeec0dc2025dc,
tile:255/2420,looker:analytics:dashboard:255/element:2420,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:0351b01b1be098cb6d355ea6eaf4f2dc8db275ec1acac27fd1f1e5b3ff0385be,absent,ebfe104778b0895bf74ac9c88b1eb60de0ba271b439b2084202ac6b3a34e2889,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),b7fac6e03d88c6ff084b9ecc27fd08cae73f8a98a084195721a7b0085212652c,
tile:255/2425,looker:analytics:dashboard:255/element:2425,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:01fd241feaab1a014c678e57d7cb4d9ee80cafa023aa147f1e2a89c161041e6f,absent,78d2a2ca5292fba97ee65fe9d120e875d8a71b422760b6a7c8b030879328ba2f,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),b05c926c3d1b4d3913948d96c48f6bd6c001f7abf864b616ae8516bd409234aa,
tile:416/3905,looker:analytics:dashboard:416/element:3905,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:73f5a87ab520855e376f8db5ce1e4c52b30bd674ca680269d1b82973ee102f68,absent,562d614eaf31b035c2dcf8da51edd97aaf4ab1d18f1dad395a12893044412fec,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),9e92a41f6a9f7d2abb217a9a02761ccf64d2279059d2bba358215856b2d92477,
tile:416/3906,looker:analytics:dashboard:416/element:3906,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:5b94f8c02580994de3825d526aa5febd26c120e12e030921421ef83a21fb278a,absent,1056f3a88dd044a717f310d2549b32e95026af60966284efb7bc922cecb9e821,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),33dd30c3978948a54bd7ce11f0e4bb148074e85a42a79ffcbe8e390346e05e5f,
tile:416/3907,looker:analytics:dashboard:416/element:3907,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:00410315a32c90b32e667a701796cb22e9bddd000e017de7f5a1a799cc220185,absent,f0f27e21b598a39bdd5714d62b8795472be3d51bbd637312ef6db6cb6ecb54f1,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e2e742cdf0b9bcc08180cbb421b69f0b3e72570529b258fdfaf5a5d8d8c11a2a,
tile:416/3908,looker:analytics:dashboard:416/element:3908,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:cc816f00ba4a90b959a7399d717d8928681c5a26e7002fa91bb2856260a08682,absent,0dcf4cc9fa154844b2a7495d6c4f6d5ced15f9dd8930d8e7275d710f1f5949ea,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),efae0c443c4c6c4a969f8e73633166fbac3cb5bd5e9f0997df662e8218030fda,
tile:416/3909,looker:analytics:dashboard:416/element:3909,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:066bb5056462a0acd1b6cdd71f41600d4a9094ec3f68b363b24043738b0de26c,absent,701d4bccc2247fff99e2ed5e78ba91c8894a9eaf240ae087ab75dc0b959b7fb1,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e2dd835a604d37789ae1b628a0d187a4603aa512a8b930c3a52850d0770848c7,
tile:416/3910,looker:analytics:dashboard:416/element:3910,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:5dc004eb54ef2ad222e081c478fc6b7b51fbd26fd0f142867a5fd3b6cff00e9f,absent,f9e6d23b5d39b70855d7058d68c462bab235b446cc33114149dad66523199be9,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),bf022940ffe54b019c2b9bb8a8e0088b883f014934ef81912c2adfe228c1d2ef,
tile:416/3911,looker:analytics:dashboard:416/element:3911,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:42ef6b0ec42605ee89808fb8a27f34ce3e710860a2106c1ae7a41031bfac4654,absent,35d45f122c87b540fa7746486dd6025c9cccb75ac638973f0f739d1037651d09,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),c68fc9ef9347043eb22ce1cd25784beab3f18a6a1397303c6a09c97e34f90903,
tile:416/3912,looker:analytics:dashboard:416/element:3912,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:f70c09c787d35cc6ead27a2d2bebc30652cd72db43d1f2ff87089e72a02a5cd8,absent,621c6c135ca9a0fb806a44fc5b7588c32bca91d005fd153ee4eb3af31ce6022f,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),5a004ca110f6e00b0fdaef237fd17e28f20c88fdec71d462726559d0b4b0978f,
tile:416/3913,looker:analytics:dashboard:416/element:3913,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:b7523a2b8d57cdc2c12c94d102c4ea9813f786ad2824b19a7255e28c0be99afd,absent,bd85ff15e48f60344e7aa3ca5191144520041c25c0939fb4a0366e810e2331fb,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),530dd39b6461bb371a9706c1dd597eb6b28f20f9d36fffead0ba6e0d4778cbfe,
tile:416/3914,looker:analytics:dashboard:416/element:3914,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:badc4a40c3db03c1f10ba7179344c731ed6d8223a826f70071670c64fb245d47,absent,119a5ae381af1b857ddcef5e7d05d7fd42df2c036fb7edf7d53c0893807d9be1,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e3556c1cc653ec1705af1010992ef2e7c5b81b6d4de20c72879d096709939b93,
tile:416/3915,looker:analytics:dashboard:416/element:3915,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:23c5688cdab2d8427e0631f440ac42d0093e29e10448272b7bc2075d4161d92b,absent,8f60a3b2aa90a518707a0bd40d8c44af8305b96d15cfc084e37550ae287f9cad,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),525e7526835e9bc0f3b42d8cc5c803fffbc0d50029626394d868f6cb900c067e,
tile:416/3917,looker:analytics:dashboard:416/element:3917,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:520d8949fbc1ed2e370c131e3d42af2b47ff679b523b4a2960bd23cdf8dd9c4a,absent,7be09631b8aa4664b64b8d526fec031ea976fad5630ebbf2e3e0f33c761c60c7,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),5165781ed8a7b21a8f1e4f2428c2c23384ac2f405c92402e61489a95ab9c5962,
tile:416/3918,looker:analytics:dashboard:416/element:3918,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:a8612908e0b4b8e5bd7563213f4483d6d9fb8d1a73eb4018eaed98b97d8d28b2,absent,786a9c23078c78e1c816cf66501437aeb2d1d86ac07d13f73d095807829450c1,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),eecc8d50267098f32c8ee5e247b13e865198094d8d8023be2d8fae1c2ffdf10a,
tile:416/3919,looker:analytics:dashboard:416/element:3919,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:0af675b47788e3a2257646375a5f12afaaa7f7faafed423283649055317c09c6,absent,71883fe1d7511e7fd0f069ce73d115dd4afaba65dc64e4743bd8e762f9d0a054,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),5abdd24a6bc9002b5bb6682e686f2c29f65d595126b60a4a7ac518e54a71e703,
tile:416/3921,looker:analytics:dashboard:416/element:3921,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:78aa8bcd1dfcbe36c8e33e132537a2e402a1fe922a8f7ebd85d73388d03951f3,absent,775f8524da47d1655edbc0fdae0cd6b49148c13cd650ea7753803643aef90240,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e58a96eb1449a5b0fddef6f7022ce493915737aad6ebbac6665683e03b841bf6,
tile:416/3923,looker:analytics:dashboard:416/element:3923,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:d3b513beb1287db9b3f5479633ce2795f285fe642d5469c881c53537be8c35aa,absent,b130a0f95c194df49264c74d4bee53231807c7d9acc108f6aa8d1478f645ac1f,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),f1f3da8f1afd8e8f72dfa7dd326e2d829cfe8786f15e11c698d2e88512f88d25,
tile:416/3925,looker:analytics:dashboard:416/element:3925,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:b5554736402221237ce5325d1591499d79e96ae2d9bae45ebd5123f6f202d6d2,absent,65ff68f195383386c8f18f8610b08375c4c7c90ec72fc288265da4064af6672b,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),bcf4fe082c7af286cfa664f09264c0391aedb18fbdb79928aac8630759b947a6,
